datetime,count
2011-01-22 10:00:00,55.04
2011-01-22 11:00:00,57.97
2011-01-22 12:00:00,76.08
2011-01-22 13:00:00,82.5
2011-01-22 14:00:00,79.07
2011-01-22 15:00:00,77.73
2011-01-22 16:00:00,76.31
2011-01-22 17:00:00,71.94
2011-01-22 18:00:00,57.05
2011-01-22 19:00:00,42.75
2011-01-22 20:00:00,41.55
2011-01-22 21:00:00,38.5
2011-01-22 22:00:00,30.67
2011-01-22 23:00:00,22.8
2011-01-23 00:00:00,29.13
2011-01-23 01:00:00,20.91
2011-01-23 02:00:00,14.43
2011-01-23 03:00:00,13.64
2011-01-23 05:00:00,2.82
2011-01-23 06:00:00,3.17
2011-01-23 07:00:00,8.523333333333333
2011-01-23 08:00:00,18.173333333333332
2011-01-23 09:00:00,26.03166666666667
2011-01-23 10:00:00,51.42
2011-01-23 11:00:00,60.57
2011-01-23 12:00:00,71.52
2011-01-23 13:00:00,73.74
2011-01-23 14:00:00,77.33
2011-01-23 15:00:00,76.94
2011-01-23 16:00:00,80.14
2011-01-23 17:00:00,60.87
2011-01-23 18:00:00,59.61
2011-01-23 19:00:00,40.46
2011-01-23 20:00:00,36.19
2011-01-23 21:00:00,31.26
2011-01-23 22:00:00,21.6
2011-01-23 23:00:00,13.93
2011-01-24 00:00:00,11.736666666666665
2011-01-24 01:00:00,3.6233333333333335
2011-01-24 03:00:00,1.8
2011-01-24 04:00:00,2.48
2011-01-24 05:00:00,6.1
2011-01-24 06:00:00,35.31
2011-01-24 07:00:00,80.42
2011-01-24 08:00:00,182.35
2011-01-24 09:00:00,108.29
2011-01-24 10:00:00,46.62
2011-01-24 11:00:00,43.21
2011-01-24 12:00:00,40.91
2011-01-24 13:00:00,39.83
2011-01-24 14:00:00,40.51
2011-01-24 15:00:00,54.02
2011-01-24 16:00:00,75.89
2011-01-24 17:00:00,148.27
2011-01-24 18:00:00,148.53
2011-01-24 19:00:00,101.23
2011-01-24 20:00:00,63.56
2011-01-24 21:00:00,52.22
2011-01-24 22:00:00,24.828000000000003
2011-01-24 23:00:00,18.99
2011-01-25 00:00:00,9.06
2011-01-25 01:00:00,3.14
2011-01-25 02:00:00,2.28
2011-01-25 04:00:00,1.77
2011-01-25 05:00:00,4.375
2011-01-25 06:00:00,33.56
2011-01-25 07:00:00,85.02
2011-01-25 08:00:00,200.52
2011-01-25 09:00:00,119.38
2011-01-25 10:00:00,54.27
2011-01-25 11:00:00,53.38666666666667
2011-01-25 12:00:00,64.77
2011-01-25 13:00:00,64.06
2011-01-25 14:00:00,67.89
2011-01-25 15:00:00,70.6
2011-01-25 16:00:00,97.17
2011-01-25 17:00:00,212.44
2011-01-25 18:00:00,201.33
2011-01-25 19:00:00,118.6
2011-01-25 20:00:00,70.74
2011-01-25 21:00:00,57.06
2011-01-25 22:00:00,37.375
2011-01-25 23:00:00,19.13
2011-01-26 00:00:00,7.603333333333333
2011-01-26 01:00:00,6.66
2011-01-26 02:00:00,3.3511666666666673
2011-01-26 05:00:00,3.01
2011-01-26 06:00:00,20.49
2011-01-26 07:00:00,61.79
2011-01-26 08:00:00,138.22
2011-01-26 09:00:00,81.44
2011-01-26 10:00:00,62.35
2011-01-26 11:00:00,58.56
2011-01-26 12:00:00,57.4
2011-01-26 13:00:00,57.55
2011-01-26 14:00:00,50.83
2011-01-26 15:00:00,54.2275
2011-01-26 16:00:00,70.51
2011-01-26 17:00:00,118.86
2011-01-27 16:00:00,74.9
2011-01-27 17:00:00,166.64
2011-01-27 18:00:00,137.16
2011-01-27 19:00:00,98.02850000000001
2011-01-27 20:00:00,81.43650000000001
2011-01-27 21:00:00,52.795500000000004
2011-01-27 22:00:00,43.1225
2011-01-27 23:00:00,23.23
2011-01-28 00:00:00,12.485
2011-01-28 01:00:00,6.6
2011-01-28 02:00:00,2.7060000000000004
2011-01-28 03:00:00,1.73
2011-01-28 05:00:00,6.4
2011-01-28 06:00:00,31.44
2011-01-28 07:00:00,91.3
2011-01-28 08:00:00,213.83
2011-01-28 09:00:00,65.98
2011-01-28 10:00:00,42.85
2011-01-28 11:00:00,46.69
2011-01-28 12:00:00,55.21
2011-01-28 13:00:00,59.29
2011-01-28 14:00:00,57.345
2011-01-28 15:00:00,69.51
2011-01-28 16:00:00,85.61
2011-01-28 17:00:00,172.29
2011-01-28 18:00:00,164.02
2011-01-28 19:00:00,102.1
2011-01-28 20:00:00,68.89
2011-01-28 21:00:00,49.155
2011-01-28 22:00:00,42.16
2011-01-28 23:00:00,30.47
2011-01-29 00:00:00,33.15
2011-01-29 01:00:00,21.4
2011-01-29 02:00:00,16.72
2011-01-29 03:00:00,11.01
2011-01-29 04:00:00,3.0
2011-01-29 06:00:00,3.33
2011-01-29 07:00:00,10.32
2011-01-29 08:00:00,23.942166666666665
2011-01-29 09:00:00,34.145
2011-01-29 10:00:00,63.69
2011-01-29 11:00:00,63.6
2011-01-29 12:00:00,83.41
2011-01-29 13:00:00,83.32
2011-01-29 14:00:00,82.78
2011-01-29 15:00:00,84.97
2011-01-29 16:00:00,92.16
2011-01-29 17:00:00,84.59
2011-01-29 18:00:00,73.27
2011-01-29 19:00:00,70.16
2011-01-29 20:00:00,50.118
2011-01-29 21:00:00,42.2205
2011-01-29 22:00:00,33.61
2011-01-29 23:00:00,24.69
2011-01-30 00:00:00,31.11
2011-01-30 01:00:00,23.13
2011-01-30 02:00:00,17.48
2011-01-30 03:00:00,13.4
2011-01-30 04:00:00,3.8
2011-01-30 05:00:00,2.05
2011-01-30 07:00:00,9.04
2011-01-30 08:00:00,17.0355
2011-01-30 09:00:00,31.945
2011-01-30 10:00:00,65.45
2011-01-30 11:00:00,79.21
2011-01-30 12:00:00,142.61
2011-01-30 13:00:00,110.18
2011-01-30 14:00:00,116.71
2011-01-30 15:00:00,147.64
2011-01-30 16:00:00,141.89
2011-01-30 17:00:00,81.22
2011-01-30 18:00:00,68.85
2011-01-30 19:00:00,41.09
2011-01-30 20:00:00,40.47
2011-01-30 21:00:00,36.5
2011-01-30 22:00:00,22.45
2011-01-30 23:00:00,15.53
2011-01-31 00:00:00,9.817499999999999
2011-01-31 01:00:00,3.74
2011-01-31 02:00:00,2.7510000000000003
2011-01-31 03:00:00,1.71
2011-01-31 04:00:00,1.39
2011-01-31 05:00:00,2.21
2011-01-31 06:00:00,31.63
2011-01-31 07:00:00,80.79
2011-01-31 08:00:00,173.15
2011-01-31 09:00:00,91.14
2011-01-31 10:00:00,40.36
2011-01-31 11:00:00,38.72
2011-01-31 12:00:00,53.36
2011-01-31 13:00:00,50.96
2011-01-31 14:00:00,47.35
2011-01-31 15:00:00,47.51
2011-01-31 16:00:00,73.27
2011-01-31 17:00:00,142.87
2011-01-31 18:00:00,142.74
2011-01-31 19:00:00,133.8
2011-01-31 20:00:00,57.14
2011-01-31 21:00:00,30.4825
2011-01-31 22:00:00,28.462
2011-01-31 23:00:00,17.28
2011-02-20 00:00:00,36.58
2011-02-20 01:00:00,28.97
2011-02-20 02:00:00,18.38
2011-02-20 03:00:00,9.04
2011-02-20 04:00:00,2.58
2011-02-20 06:00:00,2.24
2011-02-20 07:00:00,8.96
2011-02-20 08:00:00,20.1235
2011-02-20 09:00:00,35.325
2011-02-20 10:00:00,86.77
2011-02-20 11:00:00,103.92
2011-02-20 12:00:00,142.61
2011-02-20 13:00:00,161.86
2011-02-20 14:00:00,138.4
2011-02-20 15:00:00,163.01
2011-02-20 16:00:00,155.25
2011-02-20 17:00:00,104.06
2011-02-20 18:00:00,71.61
2011-02-20 19:00:00,70.63
2011-02-20 20:00:00,67.22
2011-02-20 21:00:00,52.78
2011-02-20 22:00:00,38.32
2011-02-20 23:00:00,35.43
2011-02-21 00:00:00,26.52
2011-02-21 01:00:00,22.4
2011-02-21 02:00:00,11.83
2011-02-21 03:00:00,4.17
2011-02-21 04:00:00,4.97
2011-02-21 05:00:00,7.64
2011-02-21 06:00:00,24.19
2011-02-21 07:00:00,64.13
2011-02-21 08:00:00,73.21
2011-02-21 09:00:00,78.92
2011-02-21 10:00:00,87.53
2011-02-21 11:00:00,87.648
2011-02-21 12:00:00,98.97
2011-02-21 13:00:00,64.93
2011-02-21 14:00:00,99.68
2011-02-21 15:00:00,104.7
2011-02-21 16:00:00,72.89
2011-02-21 17:00:00,95.77
2011-02-21 18:00:00,86.54
2011-02-21 19:00:00,73.42
2011-02-21 20:00:00,36.11
2011-02-21 21:00:00,26.71
2011-02-21 22:00:00,20.92
2011-02-21 23:00:00,14.01
2011-02-22 06:00:00,28.92
2011-02-22 07:00:00,85.76
2011-02-22 08:00:00,184.16
2011-02-22 09:00:00,98.31
2011-02-22 10:00:00,51.34
2011-02-22 11:00:00,52.06
2011-02-22 12:00:00,63.95
2011-02-22 13:00:00,68.86
2011-02-22 14:00:00,66.74
2011-02-22 15:00:00,78.77
2011-02-22 16:00:00,71.14
2011-02-22 17:00:00,158.25
2011-02-22 18:00:00,155.18
2011-02-22 19:00:00,99.96
2011-02-22 20:00:00,66.44
2011-02-22 21:00:00,50.185
2011-02-22 22:00:00,27.63
2011-02-22 23:00:00,18.71
2011-02-23 00:00:00,11.226666666666665
2011-02-23 01:00:00,4.86
2011-02-23 02:00:00,1.49
2011-02-23 03:00:00,1.6
2011-02-23 05:00:00,5.335
2011-02-23 06:00:00,29.11
2011-02-23 07:00:00,75.79
2011-02-23 08:00:00,187.13
2011-02-23 09:00:00,118.43
2011-02-23 10:00:00,51.4
2011-02-23 11:00:00,53.57
2011-02-23 12:00:00,75.98
2011-02-23 13:00:00,70.99
2011-02-23 14:00:00,75.4
2011-02-23 15:00:00,68.48
2011-02-23 16:00:00,104.58
2011-02-23 17:00:00,224.89
2011-02-23 18:00:00,197.84
2011-02-23 19:00:00,131.59
2011-02-23 20:00:00,78.17
2011-02-23 21:00:00,58.1725
2011-02-23 22:00:00,45.02
2011-02-23 23:00:00,24.25
2011-02-24 00:00:00,12.32
2011-02-24 01:00:00,5.83
2011-02-24 02:00:00,2.61
2011-02-24 03:00:00,1.75
2011-02-24 05:00:00,7.04
2011-02-24 06:00:00,35.31
2011-02-24 07:00:00,104.19
2011-02-24 08:00:00,249.38
2011-02-24 09:00:00,136.44
2011-02-24 10:00:00,59.6
2011-02-24 11:00:00,72.0
2011-02-24 12:00:00,94.49
2011-02-24 13:00:00,92.47
2011-02-24 14:00:00,91.09
2011-02-24 15:00:00,24.89
2011-02-24 16:00:00,38.69
2011-02-24 17:00:00,171.17
2011-02-24 18:00:00,176.71
2011-02-24 19:00:00,114.9
2011-02-24 20:00:00,80.53
2011-02-24 21:00:00,59.53
2011-02-24 22:00:00,36.75
2011-02-24 23:00:00,35.07
2011-02-25 00:00:00,12.815
2011-02-25 01:00:00,11.02
2011-02-25 02:00:00,9.56
2011-02-25 03:00:00,2.09
2011-02-25 05:00:00,8.31
2011-02-25 06:00:00,22.5
2011-02-25 07:00:00,70.52
2011-02-25 08:00:00,128.42
2011-02-25 09:00:00,67.56
2011-02-25 10:00:00,23.98
2011-02-25 11:00:00,171.52
2011-02-25 12:00:00,145.09
2011-02-25 13:00:00,147.56
2011-02-25 14:00:00,152.56
2011-02-25 15:00:00,184.86
2011-02-25 16:00:00,111.53
2011-02-25 17:00:00,185.27
2011-02-25 18:00:00,168.72
2011-02-25 19:00:00,108.5
2011-02-25 20:00:00,71.21
2011-02-25 21:00:00,50.7
2011-02-25 22:00:00,42.46
2011-02-25 23:00:00,30.36
2011-02-26 00:00:00,32.47
2011-02-26 01:00:00,26.35
2011-02-26 02:00:00,18.85
2011-02-26 03:00:00,11.430000000000001
2011-02-26 04:00:00,3.01
2011-02-26 05:00:00,2.67
2011-02-26 06:00:00,4.01
2011-02-26 07:00:00,6.41
2011-02-26 08:00:00,16.0325
2011-02-26 09:00:00,62.08333333333333
2011-02-26 10:00:00,99.63666666666666
2011-02-26 11:00:00,116.4
2011-02-26 12:00:00,129.67
2011-02-26 13:00:00,133.71
2011-02-26 14:00:00,127.89
2011-02-26 15:00:00,112.24
2011-02-26 16:00:00,116.02
2011-02-26 17:00:00,113.03
2011-02-26 18:00:00,81.85
2011-02-26 19:00:00,60.57
2011-02-26 20:00:00,65.36
2011-02-26 21:00:00,45.39
2011-02-26 22:00:00,47.22
2011-02-26 23:00:00,46.25
2011-02-27 00:00:00,38.44
2011-02-27 01:00:00,29.51
2011-02-27 02:00:00,20.68
2011-02-27 03:00:00,14.13
2011-02-27 04:00:00,5.05
2011-02-27 06:00:00,3.35
2011-02-27 07:00:00,8.85
2011-02-27 08:00:00,31.84
2011-02-27 09:00:00,50.82
2011-02-27 10:00:00,101.76
2011-02-27 11:00:00,99.91
2011-02-27 12:00:00,157.0
2011-02-27 13:00:00,146.18
2011-02-27 14:00:00,165.32
2011-02-27 15:00:00,244.98
2011-02-27 16:00:00,273.77
2011-02-27 17:00:00,130.93
2011-02-27 18:00:00,111.16
2011-02-27 19:00:00,94.17
2011-02-27 20:00:00,75.31
2011-02-27 21:00:00,68.4
2011-02-27 22:00:00,38.88
2011-02-27 23:00:00,36.27
2011-02-28 00:00:00,13.67
2011-02-28 01:00:00,4.76
2011-02-28 03:00:00,1.89
2011-02-28 05:00:00,8.44
2011-02-28 06:00:00,34.25
2011-02-28 07:00:00,115.99
2011-02-28 08:00:00,242.6
2011-02-28 09:00:00,142.69
2011-02-28 10:00:00,86.53
2011-02-28 11:00:00,96.06
2011-02-28 12:00:00,118.22
2011-02-28 13:00:00,132.5
2011-02-28 14:00:00,75.17
2011-02-28 15:00:00,75.85
2011-02-28 16:00:00,74.81
2011-02-28 17:00:00,186.51
2011-02-28 18:00:00,233.68
2011-02-28 19:00:00,108.99
2011-02-28 20:00:00,99.14
2011-02-28 21:00:00,75.52
2011-02-28 22:00:00,41.23
2011-02-28 23:00:00,26.76
2011-03-20 00:00:00,42.15
2011-03-20 01:00:00,35.96
2011-03-20 02:00:00,23.7
2011-03-20 03:00:00,9.46
2011-03-20 04:00:00,1.48
2011-03-20 05:00:00,1.6
2011-03-20 06:00:00,1.79
2011-03-20 07:00:00,10.2
2011-03-20 08:00:00,34.53
2011-03-20 09:00:00,56.38333333333333
2011-03-20 10:00:00,96.83
2011-03-20 11:00:00,125.025
2011-03-20 12:00:00,145.34
2011-03-20 13:00:00,157.01
2011-03-20 14:00:00,162.63
2011-03-20 15:00:00,167.42
2011-03-20 16:00:00,150.64
2011-03-20 17:00:00,109.45
2011-03-20 18:00:00,126.18
2011-03-20 19:00:00,77.44
2011-03-20 20:00:00,69.67
2011-03-20 21:00:00,53.91
2011-03-20 22:00:00,45.78
2011-03-20 23:00:00,33.54
2011-03-21 00:00:00,16.17
2011-03-21 01:00:00,8.74
2011-03-21 02:00:00,9.67
2011-03-21 03:00:00,3.5933333333333333
2011-03-21 05:00:00,18.26
2011-03-21 06:00:00,44.31
2011-03-21 07:00:00,89.99
2011-03-21 08:00:00,237.4
2011-03-21 09:00:00,140.91
2011-03-21 10:00:00,80.87
2011-03-21 11:00:00,122.26
2011-03-21 12:00:00,135.93
2011-03-21 13:00:00,108.25
2011-03-21 14:00:00,127.72
2011-03-21 15:00:00,160.08
2011-03-21 16:00:00,197.1
2011-03-21 17:00:00,360.24
2011-03-21 18:00:00,383.47
2011-03-21 19:00:00,290.56
2011-03-21 20:00:00,229.96
2011-03-21 21:00:00,124.59
2011-03-21 22:00:00,115.5
2011-03-21 23:00:00,55.95
2011-03-22 00:00:00,67.79
2011-03-22 01:00:00,14.19
2011-03-22 02:00:00,6.74
2011-03-22 03:00:00,3.53
2011-03-22 04:00:00,4.43
2011-03-22 05:00:00,19.86
2011-03-22 06:00:00,85.66
2011-03-22 07:00:00,222.32
2011-03-22 08:00:00,267.66
2011-03-22 09:00:00,121.27
2011-03-22 10:00:00,119.15
2011-03-22 11:00:00,119.01
2011-03-22 12:00:00,150.73
2011-03-22 13:00:00,110.69
2011-03-22 14:00:00,93.08
2011-03-22 15:00:00,105.31
2011-03-22 16:00:00,224.99
2011-03-22 17:00:00,429.26
2011-03-22 18:00:00,401.95
2011-03-22 19:00:00,191.84
2011-03-22 20:00:00,142.68
2011-03-22 21:00:00,88.58
2011-03-22 22:00:00,66.43
2011-03-22 23:00:00,45.75
2011-03-23 00:00:00,16.07
2011-03-23 01:00:00,9.09
2011-03-23 02:00:00,4.64
2011-03-23 03:00:00,3.83
2011-03-23 05:00:00,8.61
2011-03-23 06:00:00,64.08
2011-03-23 07:00:00,141.32
2011-03-23 08:00:00,248.98
2011-03-23 09:00:00,134.976
2011-03-23 10:00:00,43.77
2011-03-23 11:00:00,56.695
2011-03-23 12:00:00,70.33
2011-03-23 13:00:00,51.81
2011-03-23 14:00:00,90.87
2011-03-23 15:00:00,84.75
2011-03-23 16:00:00,135.55
2011-03-23 17:00:00,331.96
2011-03-23 18:00:00,175.88
2011-03-23 19:00:00,128.8
2011-03-23 20:00:00,70.4
2011-03-23 21:00:00,61.2
2011-03-23 22:00:00,68.85
2011-03-23 23:00:00,46.05
2011-03-24 00:00:00,25.286666666666665
2011-03-24 01:00:00,12.95
2011-03-24 02:00:00,4.79
2011-03-24 03:00:00,3.545
2011-03-24 04:00:00,3.15
2011-03-24 05:00:00,13.89
2011-03-24 06:00:00,60.94
2011-03-24 07:00:00,93.67
2011-03-24 08:00:00,158.16
2011-03-24 09:00:00,161.89
2011-03-24 10:00:00,77.29
2011-03-24 11:00:00,65.87
2011-03-24 12:00:00,83.61
2011-03-24 13:00:00,85.01
2011-03-24 14:00:00,93.07
2011-03-24 15:00:00,86.95
2011-03-24 16:00:00,99.64
2011-03-24 17:00:00,254.78
2011-03-24 18:00:00,228.62
2011-03-24 19:00:00,148.74
2011-03-24 20:00:00,96.68
2011-03-24 21:00:00,74.4
2011-03-24 22:00:00,67.78
2011-03-24 23:00:00,42.17
2011-03-25 00:00:00,22.73166666666667
2011-03-25 01:00:00,9.471666666666668
2011-03-25 02:00:00,6.85
2011-03-25 03:00:00,3.416666666666667
2011-03-25 04:00:00,2.648833333333333
2011-03-25 05:00:00,14.17
2011-03-25 06:00:00,66.21466666666666
2011-03-25 07:00:00,171.11
2011-03-25 08:00:00,273.46
2011-03-25 09:00:00,169.17
2011-03-25 10:00:00,96.42
2011-03-25 11:00:00,87.21
2011-03-25 12:00:00,99.18
2011-03-25 13:00:00,106.51
2011-03-25 14:00:00,107.88
2011-03-25 15:00:00,95.38
2011-03-25 16:00:00,114.03
2011-03-25 17:00:00,235.35
2011-03-25 18:00:00,239.78
2011-03-25 19:00:00,130.29
2011-03-25 20:00:00,92.64
2011-03-25 21:00:00,79.37
2011-03-25 22:00:00,56.27
2011-03-25 23:00:00,40.83
2011-03-26 00:00:00,37.92
2011-03-26 01:00:00,32.34
2011-03-26 02:00:00,21.77
2011-03-26 03:00:00,10.869999999999997
2011-03-26 04:00:00,3.75
2011-03-26 05:00:00,5.23
2011-03-26 06:00:00,12.44
2011-03-26 07:00:00,40.15
2011-03-26 08:00:00,74.40433333333334
2011-03-26 09:00:00,96.87427777777779
2011-03-26 10:00:00,130.68
2011-03-26 11:00:00,136.615
2011-03-26 12:00:00,152.9
2011-03-26 13:00:00,162.43
2011-03-26 14:00:00,167.96
2011-03-26 15:00:00,166.52
2011-03-26 16:00:00,182.42
2011-03-26 17:00:00,195.22
2011-03-26 18:00:00,170.18
2011-03-26 19:00:00,124.66
2011-03-26 20:00:00,71.41
2011-03-26 21:00:00,65.29
2011-03-26 22:00:00,60.23
2011-03-26 23:00:00,41.26
2011-03-27 00:00:00,39.09
2011-03-27 01:00:00,29.39
2011-03-27 02:00:00,23.92
2011-03-27 03:00:00,12.54
2011-03-27 04:00:00,4.26
2011-03-27 06:00:00,8.79
2011-03-27 07:00:00,107.19
2011-03-27 08:00:00,85.156
2011-03-27 09:00:00,87.05166666666668
2011-03-27 10:00:00,125.21
2011-03-27 11:00:00,139.895
2011-03-27 12:00:00,158.11
2011-03-27 13:00:00,157.82
2011-03-27 14:00:00,162.43
2011-03-27 15:00:00,164.35
2011-03-27 16:00:00,172.42
2011-03-27 17:00:00,186.59
2011-03-27 18:00:00,148.95
2011-03-27 19:00:00,120.68
2011-03-27 20:00:00,72.45
2011-03-27 21:00:00,66.19933333333333
2011-03-27 22:00:00,48.02
2011-03-27 23:00:00,42.8
2011-03-28 00:00:00,14.959642857142859
2011-03-28 01:00:00,6.013333333333334
2011-03-28 02:00:00,5.030047619047619
2011-03-28 03:00:00,3.046666666666667
2011-03-28 05:00:00,11.25
2011-03-28 06:00:00,57.004
2011-03-28 07:00:00,168.7
2011-03-28 08:00:00,261.56
2011-03-28 09:00:00,153.9
2011-03-28 10:00:00,89.17333333333332
2011-03-28 11:00:00,76.81
2011-03-28 12:00:00,87.7
2011-03-28 13:00:00,77.92
2011-03-28 14:00:00,88.77
2011-03-28 15:00:00,84.96
2011-03-28 16:00:00,136.49
2011-03-28 17:00:00,285.71
2011-03-28 18:00:00,264.7
2011-03-28 19:00:00,169.03
2011-03-28 20:00:00,118.49
2011-03-28 21:00:00,101.79
2011-03-28 22:00:00,61.68
2011-03-28 23:00:00,36.41
2011-03-29 00:00:00,14.445
2011-03-29 01:00:00,4.69
2011-03-29 02:00:00,5.79
2011-03-29 03:00:00,2.29
2011-03-29 04:00:00,2.49
2011-03-29 05:00:00,19.09
2011-03-29 06:00:00,60.07
2011-03-29 07:00:00,174.19
2011-03-29 08:00:00,275.86
2011-03-29 09:00:00,170.21
2011-03-29 10:00:00,79.43
2011-03-29 11:00:00,49.85
2011-03-29 12:00:00,88.79
2011-03-29 13:00:00,79.22
2011-03-29 14:00:00,92.0
2011-03-29 15:00:00,104.25
2011-03-29 16:00:00,149.48
2011-03-29 17:00:00,388.21
2011-03-29 18:00:00,324.75
2011-03-29 19:00:00,180.2
2011-03-29 20:00:00,132.68
2011-03-29 21:00:00,106.31
2011-03-29 22:00:00,78.06
2011-03-29 23:00:00,50.05
2011-03-30 00:00:00,18.18
2011-03-30 01:00:00,10.72
2011-03-30 02:00:00,3.34
2011-03-30 03:00:00,3.475
2011-03-30 04:00:00,3.35
2011-03-30 05:00:00,14.0
2011-03-30 06:00:00,60.81
2011-03-30 07:00:00,174.39
2011-03-30 08:00:00,256.98
2011-03-30 09:00:00,132.806
2011-03-30 10:00:00,51.39
2011-03-30 11:00:00,54.08
2011-03-30 12:00:00,77.61
2011-03-30 13:00:00,78.59
2011-03-30 14:00:00,75.38
2011-03-30 15:00:00,61.91
2011-03-30 16:00:00,71.67
2011-03-30 17:00:00,159.69
2011-03-30 18:00:00,236.96
2011-03-30 19:00:00,148.62
2011-03-30 20:00:00,77.05
2011-03-30 21:00:00,68.76
2011-03-30 22:00:00,46.22
2011-03-30 23:00:00,29.97
2011-03-31 00:00:00,15.605
2011-03-31 01:00:00,9.3
2011-03-31 02:00:00,6.055
2011-03-31 03:00:00,3.54
2011-03-31 04:00:00,3.46
2011-03-31 05:00:00,11.8
2011-03-31 06:00:00,43.55
2011-03-31 07:00:00,94.02
2011-03-31 08:00:00,238.11
2011-03-31 09:00:00,103.58
2011-03-31 10:00:00,67.9
2011-03-31 11:00:00,66.085
2011-03-31 12:00:00,71.84
2011-03-31 13:00:00,78.84
2011-03-31 14:00:00,77.35
2011-03-31 15:00:00,67.91
2011-03-31 16:00:00,95.19
2011-03-31 17:00:00,257.36
2011-03-31 18:00:00,250.73
2011-03-31 19:00:00,153.49
2011-03-31 20:00:00,76.3
2011-03-31 21:00:00,84.675
2011-03-31 22:00:00,47.29
2011-03-31 23:00:00,41.86
2011-04-20 00:00:00,74.47
2011-04-20 01:00:00,10.96
2011-04-20 02:00:00,6.87
2011-04-20 03:00:00,5.38
2011-04-20 04:00:00,4.99
2011-04-20 05:00:00,21.89
2011-04-20 06:00:00,97.82
2011-04-20 07:00:00,270.01
2011-04-20 08:00:00,471.28
2011-04-20 09:00:00,208.63
2011-04-20 10:00:00,130.41
2011-04-20 11:00:00,155.18
2011-04-20 12:00:00,204.39
2011-04-20 13:00:00,194.9
2011-04-20 14:00:00,173.43
2011-04-20 15:00:00,152.08
2011-04-20 16:00:00,254.34
2011-04-20 17:00:00,510.54
2011-04-20 18:00:00,542.38
2011-04-20 19:00:00,406.4
2011-04-20 20:00:00,315.7
2011-04-20 21:00:00,230.16
2011-04-20 22:00:00,159.17
2011-04-20 23:00:00,97.61
2011-04-21 00:00:00,40.75
2011-04-21 01:00:00,15.38
2011-04-21 02:00:00,13.38
2011-04-21 03:00:00,3.82
2011-04-21 04:00:00,3.86
2011-04-21 05:00:00,22.37
2011-04-21 06:00:00,53.58
2011-04-21 07:00:00,160.19
2011-04-21 08:00:00,252.22
2011-04-21 09:00:00,144.12
2011-04-21 10:00:00,141.93
2011-04-21 11:00:00,148.17
2011-04-21 12:00:00,174.78
2011-04-21 13:00:00,158.08
2011-04-21 14:00:00,134.92
2011-04-21 15:00:00,147.17
2011-04-21 16:00:00,204.94
2011-04-21 17:00:00,444.22
2011-04-21 18:00:00,361.11
2011-04-21 19:00:00,233.34
2011-04-21 20:00:00,181.46
2011-04-21 21:00:00,117.17
2011-04-21 22:00:00,103.12
2011-04-21 23:00:00,63.73
2011-04-22 00:00:00,33.02
2011-04-22 01:00:00,17.416666666666664
2011-04-22 02:00:00,11.29
2011-04-22 03:00:00,3.76
2011-04-22 04:00:00,3.6333333333333333
2011-04-22 05:00:00,12.75
2011-04-22 06:00:00,71.54666666666667
2011-04-22 07:00:00,140.79
2011-04-22 08:00:00,255.14
2011-04-22 09:00:00,82.94
2011-04-22 10:00:00,100.25
2011-04-22 11:00:00,55.185
2011-04-22 12:00:00,63.43
2011-04-22 13:00:00,55.16
2011-04-22 14:00:00,30.4
2011-04-22 15:00:00,49.9
2011-04-22 16:00:00,84.71
2011-04-22 17:00:00,147.49
